instance_id,model_name,architecture,input_type,perturbation_type,input_text,gold_mention,gold_cui,generated_answer,mapping_mode
mm_0048140,FLAN-T5-XXL,generative,perturbation,back_translation,"These interesting protein-au-hybrids have opened up a new area at the nano-bio-food interface, they have not only created the missing connection between individual metal atoms and plasma metal nanoparticles, but also developed the hybrid system between biomacromolekul and inorganic ions.",hybrid system,UMLS:C1881073,plasma,text-generation
mm_0048140,FLAN-T5-XXL,generative,perturbation,back_translation,"These interesting protein-au-hybrids have opened up a new area at the nano-bio-food interface, they have not only created the missing connection between individual metal atoms and plasma metal nanoparticles, but also developed the hybrid system between biomacromolekul and inorganic ions.",hybrid system,UMLS:C1881073,plasma,text-generation
mm_0171518,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"China's anthropogenic mercury emissions from 1980 to 2012 were thought to be the most significant source of airborne mercury in the world, but the extent of mercury emission in effluents and solid wastes has not been documented.",China,UMLS:C0008115,airborne mercury,text-generation
mm_0171518,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"China's anthropogenic mercury emissions from 1980 to 2012 were thought to be the most significant source of airborne mercury in the world, but the extent of mercury emission in effluents and solid wastes has not been documented.",China,UMLS:C0008115,airborne mercury,text-generation
mm_0171518,FLAN-T5-XXL,generative,perturbation,back_translation,"Anthropogenic mercury emissions from 1980 to 2012 in China China was considered the largest contribution to mercury in the air in the world, but the amount of mercury emissions in waste water and solid waste was not documented.",China,UMLS:C0008115,Anthropogenic,text-generation
mm_0171518,FLAN-T5-XXL,generative,perturbation,back_translation,"Anthropogenic mercury emissions from 1980 to 2012 in China China was considered the largest contribution to mercury in the air in the world, but the amount of mercury emissions in waste water and solid waste was not documented.",China,UMLS:C0008115,Anthropogenic,text-generation
mm_0056765,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"DCAN formation increased with increasing pH from 5 to 6 and then decreased with increasing pH from 6 to 9 , but DCAcAm and TCNM increased with increasing pH from 5 to 8 and then minify .",DCAN,UMLS:C0057843,acidity,text-generation
mm_0056765,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"The formation of DCAN increased with an increase in pH from 5 to 6, and then decreased with an increase in pH from 6 to 9, whereas DCAcAm and TCNM decreased with increasing pH from 5 to 8.",DCAN,UMLS:C0057843,pH,text-generation
mm_0056765,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"The formation of DCAN increased with an increase in pH from 5 to 6, and then decreased with an increase in pH from 6 to 9, whereas DCAcAm and TCNM decreased and then increased with increasing pH.",DCAN,UMLS:C0057843,pH,text-generation
mm_0088032,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Earlier age , age at onset and age at first pharmacological treatment , longer DI , shorter DUI and higher rate of psychiatric comorbidities were link with increased severity of OCD .",OCD,UMLS:C0028768,obsessive-compulsive disorder,text-generation
mm_0088032,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"The severity of OCD was linked to earlier age, age at onset, and age at the onset of pharmacological treatment, as well as longer DI, shorter DUI, and a higher rate of psychiatric comorbidities.",OCD,UMLS:C0028768,OCD,text-generation
mm_0088032,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"The severity of OCD was linked to earlier age, age at onset, and age at the onset of pharmacological treatment, as well as longer DI, shorter DUI, and a higher rate of psychiatric complications.",OCD,UMLS:C0028768,OCD,text-generation
mm_0088032,FLAN-T5-XXL,generative,perturbation,back_translation,"Early age, onset of age and age at first pharmacological treatment, longer DI, shorter DUI and higher psychiatric comorbidities were associated with an increased severity of OCD.",OCD,UMLS:C0028768,obsessive-compulsive disorder,text-generation
mm_0088032,FLAN-T5-XXL,generative,perturbation,back_translation,"Early age, onset of age and age at first pharmacological treatment, longer DI, shorter DUI and higher psychiatric comorbidities were associated with an increased severity of OCD.",OCD,UMLS:C0028768,obsessive-compulsive disorder,text-generation
mm_0187489,FLAN-T5-XXL,generative,perturbation,synonym_substitution,( 1 ) The aim of this study is to study the distribution of FTO gene variants across different body mass index ( BMI ) categories and ( 2 ) to explore the association between FTO gene variants and lifestyle factors in obese and normal weight Amerindic children .,body mass index,UMLS:C1305855,body mass index,text-generation
mm_0187489,FLAN-T5-XXL,generative,perturbation,synonym_substitution,( 1 ) The aim of this study is to study the distribution of FTO gene variants across different body mass index ( BMI ) categories and ( 2 ) to explore the association between FTO gene variants and lifestyle factors in obese and pattern weight Indian children .,body mass index,UMLS:C1305855,body mass index,text-generation
mm_0187489,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The objective of this research is to determine the distribution of FTO gene variants among various BMI categories and to investigate the correlation between these gene variants and lifestyle factors in children of normal and obese weights in India.,body mass index,UMLS:C1305855,FTO gene,text-generation
mm_0187489,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The purpose of this research is to investigate the distribution of FTO gene variants among various BMI categories and the correlation between these gene variants and lifestyle factors in children in India who are obese and those who are normal.,body mass index,UMLS:C1305855,FTO gene,text-generation
mm_0187489,FLAN-T5-XXL,generative,perturbation,back_translation,(1) The aim of this study is to investigate the distribution of FTO gene variants across different categories of the Body Mass Index (BMI) and (2) to investigate the relationship between FTO gene variants and lifestyle factors in overweight and normal Indian children.,body mass index,UMLS:C1305855,Body Mass Index,text-generation
mm_0187489,FLAN-T5-XXL,generative,perturbation,back_translation,(1) The aim of this study is to investigate the distribution of FTO gene variants across different categories of the Body Mass Index (BMI) and (2) to investigate the relationship between FTO gene variants and lifestyle factors in overweight and normal Indian children.,body mass index,UMLS:C1305855,Body Mass Index,text-generation
mm_0085369,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Emodin can enhance the contractibility of gallbladder and alleviate cholestasis by regulating plasma CCK levels , [ Ca ( 2 + ) ] iodin in cholecyst cells and the protein and mRNA of Gs , Gi and Cap .",contractibility of gallbladder,UMLS:C0232772,cholestasis,text-generation
mm_0085369,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Emodin can enhance the contractibility of gallbladder and alleviate cholestasis by regulating plasma CCK levels , [ Ca ( 2 + ) ] i in cholecyst cells and the protein and mRNA of Gs , Gi and roof .",contractibility of gallbladder,UMLS:C0232772,cholestasis,text-generation
mm_0085369,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"By modifying the contractibility of gallbladder, emodin can alleviate cholestasis by increasing plasma CCK levels, [Ca(2+)]i in cholecyst cells, and modifying the protein and mRNA of Gs, Gi and Cap.",contractibility of gallbladder,UMLS:C0232772,cholestasis,text-generation
mm_0085369,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"By altering the contractibility of gallbladder and thereby alleviating cholestasis, emodin can regulate plasma CCK levels, [Ca(2+)]i in cholecyst cells, as well as the protein and mRNA of Gs, Gi and Cap.",contractibility of gallbladder,UMLS:C0232772,cholestasis,text-generation
mm_0085369,FLAN-T5-XXL,generative,perturbation,back_translation,"Emodin can improve the ability of the gallbladder to contract and relieve cholestasis by regulating plasma CCK levels, [Ca(2+)]i in cholesterol cells and the protein and mRNA of Gs, Gi and Cap.",contractibility of gallbladder,UMLS:C0232772,cholestasis,text-generation
mm_0085369,FLAN-T5-XXL,generative,perturbation,back_translation,"Emodin can improve the ability of the gallbladder to contract and relieve cholestasis by regulating plasma CCK levels, [Ca(2+)]i in cholesterol cells and the protein and mRNA of Gs, Gi and Cap.",contractibility of gallbladder,UMLS:C0232772,cholestasis,text-generation
mm_0088706,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"In this study , terahertz ( THz ) and visible range spectra of chlorophyll angstrom and β - carotene and their changes under light treatment were investigated .",terahertz,UMLS:C2350265,chlorophyll,text-generation
mm_0088706,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"In this study , terahertz ( THz ) and visible range spectra of chlorophyll a and β - carotene and their changes under light treatment cost investigated .",terahertz,UMLS:C2350265,chlorophyll,text-generation
mm_0088706,FLAN-T5-XXL,generative,perturbation,syntactic_reordering,"terahertz (THz) and visible range spectra of chlorophyll a and β-carotene and their changes under light treatment were investigated., In this study",terahertz,UMLS:C2350265,chlorophyll,text-generation
mm_0088706,FLAN-T5-XXL,generative,perturbation,syntactic_reordering,"terahertz (THz) and visible range spectra of chlorophyll a and β-carotene and their changes under light treatment were investigated., In this study",terahertz,UMLS:C2350265,chlorophyll,text-generation
mm_0088706,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The visible range spectra and changes in chlorophyll a and -carotene's terahertz (THz) as a result of light treatment were investigated in this study.,terahertz,UMLS:C2350265,chlorophyll,text-generation
mm_0088706,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The visible range spectra and changes in chlorophyll a and -carotene's terahertz (THz) as a result of light treatment were investigated in this study.,terahertz,UMLS:C2350265,chlorophyll,text-generation
mm_0088706,FLAN-T5-XXL,generative,perturbation,back_translation,"In this study, terahertz (THz) and visible area spectra of chlorophyll a and β-carotene and their alterations were studied under light treatment.",terahertz,UMLS:C2350265,chlorophyll,text-generation
mm_0088706,FLAN-T5-XXL,generative,perturbation,back_translation,"In this study, terahertz (THz) and visible area spectra of chlorophyll a and β-carotene and their alterations were studied under light treatment.",terahertz,UMLS:C2350265,chlorophyll,text-generation
mm_0125530,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Accordingly , radiolabeled exendin ( 9 - 39 ) derivatives have too been investigated as insulinoma imaging probes that might be less likely to induce hypoglycemia .",insulinoma,UMLS:C0021670,hypoglycemia,text-generation
mm_0125530,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Accordingly , radiolabeled exendin ( 9 - 39 ) derivatives have also been investigated as insulinoma imaging probes that might be less likely to rush hypoglycemia .",insulinoma,UMLS:C0021670,hypoglycemia,text-generation
mm_0125530,FLAN-T5-XXL,generative,perturbation,syntactic_reordering,"radiolabeled exendin(9-39) derivatives have also been investigated as insulinoma imaging probes that might be less likely to induce hypoglycemia., Accordingly",insulinoma,UMLS:C0021670,insulinoma,text-generation
mm_0125530,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"As a result, radiolabeled exendin(9-39) derivatives have been researched as insulinoma imaging probes that are less prone to hypoglycemia.",insulinoma,UMLS:C0021670,insulinoma,text-generation
mm_0125530,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"As a result, radiolabeled exendin(9-39) derivatives have been researched as insulinoma imaging probes that may be less prone to hypoglycemia.",insulinoma,UMLS:C0021670,insulinoma,text-generation
mm_0125530,FLAN-T5-XXL,generative,perturbation,back_translation,"Accordingly, radiolabelled exendin (9-39) derivatives have also been studied as insulinoma imaging probes, which may be less likely to cause hypoglycaemia.",insulinoma,UMLS:C0021670,insulinoma,text-generation
mm_0125530,FLAN-T5-XXL,generative,perturbation,back_translation,"Accordingly, radiolabelled exendin (9-39) derivatives have also been studied as insulinoma imaging probes, which may be less likely to cause hypoglycaemia.",insulinoma,UMLS:C0021670,insulinoma,text-generation
mm_0137011,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Corticosteroids used were triamcinolone hexacetonide ( shoulder , elbow , wrist , knee , and tibiotalar joints ) or methylprednisolone acetate ( ie , subtalar and tarsal joint ) .",shoulder,UMLS:C0037009,corticosteroid,text-generation
mm_0137011,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Corticosteroids used were triamcinolone hexacetonide ( shoulder , elbow , wrist , genu , and tibiotalar joints ) or methylprednisolone acetate ( ie , subtalar and tarsal joints ) .",shoulder,UMLS:C0037009,corticosteroid,text-generation
mm_0038431,FLAN-T5-XXL,generative,perturbation,synonym_substitution,salmonicida establish on phylogenetic analysis of vapA and 16S rRNA gene sequences .,vapA,UMLS:C1421424,salmonicida,text-generation
mm_0038431,FLAN-T5-XXL,generative,perturbation,synonym_substitution,salmonicida based on phylogenetic analysis of vapA and 16S rRNA gene episode .,vapA,UMLS:C1421424,salmonicida,text-generation
mm_0038431,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,Salmonicida is based on the analysis of vapA and 16S rRNA gene sequences.,vapA,UMLS:C1421424,Salmonicida,text-generation
mm_0038431,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,Salmonicida is based on the analysis of vapA and 16S rRNA gene sequences.,vapA,UMLS:C1421424,Salmonicida,text-generation
mm_0038431,FLAN-T5-XXL,generative,perturbation,back_translation,Salmonicida is based on phylogenetic analysis of VapA and 16S rRNA gene sequences.,vapA,UMLS:C1421424,Salmonicida,text-generation
mm_0038431,FLAN-T5-XXL,generative,perturbation,back_translation,Salmonicida is based on phylogenetic analysis of VapA and 16S rRNA gene sequences.,vapA,UMLS:C1421424,Salmonicida,text-generation
mm_0176132,FLAN-T5-XXL,generative,perturbation,synonym_substitution,The world Burden of Disease Study 2013 ( GBD 2013 ) have been used to estimate DALYs for 301 acute and chronic diseases and injuries in 188 countries for 1990 - 2013 .,chronic diseases,UMLS:C0008679,disease,text-generation
mm_0176132,FLAN-T5-XXL,generative,perturbation,synonym_substitution,The Global Burden of Disease Study 2013 ( GBD 2013 ) have equal used to estimate DALYs for 301 acute and chronic diseases and injuries in 188 countries for 1990 - 2013 .,chronic diseases,UMLS:C0008679,Global Burden of Disease Study,text-generation
mm_0176132,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The Global Burden of Disease Study 2013 (GBD 2013) has been employed to calculate DALYs for 301 acute and chronic diseases and injuries in 188 countries for the period of 1990-2013.,chronic diseases,UMLS:C0008679,Global Burden of Disease Study,text-generation
mm_0176132,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The Global Burden of Disease Study 2013 (GBD 2013) has been employed to calculate DALYs for 301 acute and chronic diseases and injuries in 188 countries for the period of 1990 to 2013.,chronic diseases,UMLS:C0008679,Global Burden of Disease Study,text-generation
mm_0176132,FLAN-T5-XXL,generative,perturbation,back_translation,The Global Burden of Disease Study 2013 (GBD 2013) was used to estimate DALYs for 301 acute and chronic diseases and injuries in 188 countries for the period 1990-2013.,chronic diseases,UMLS:C0008679,disease,text-generation
mm_0176132,FLAN-T5-XXL,generative,perturbation,back_translation,The Global Burden of Disease Study 2013 (GBD 2013) was used to estimate DALYs for 301 acute and chronic diseases and injuries in 188 countries for the period 1990-2013.,chronic diseases,UMLS:C0008679,disease,text-generation
mm_0049641,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Interestingly , 13 cases ( 16 . 67 % ) were likewise HPV 52 positive ( as co - infection with HPV 16 or 18 ) .",HPV 16,UMLS:C0999806,human papillomavirus,text-generation
mm_0049641,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Interestingly , 13 cases ( 16 . 67 % ) were also HPV 52 positive ( adenine co - infection with HPV 16 or 18 ) .",HPV 16,UMLS:C0999806,human papillomavirus,text-generation
mm_0049641,FLAN-T5-XXL,generative,perturbation,syntactic_reordering,"13 cases (16.67%) were also HPV 52 positive (as co-infection with HPV 16 or 18)., Interestingly",HPV 16,UMLS:C0999806,human papillomavirus,text-generation
mm_0049641,FLAN-T5-XXL,generative,perturbation,syntactic_reordering,"13 cases (16.67%) were also HPV 52 positive (as co-infection with HPV 16 or 18)., Interestingly",HPV 16,UMLS:C0999806,human papillomavirus,text-generation
mm_0049641,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,It is worth noting that 13.6% of cases were associated with HPV 52 positive (co-infection with HPV 16 or 18).,HPV 16,UMLS:C0999806,HPV,text-generation
mm_0049641,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"It is noteworthy that 13.6% of cases were HPV 52 positive, which is a result of co-infection with HPV 16 or 18.",HPV 16,UMLS:C0999806,HPV,text-generation
mm_0049641,FLAN-T5-XXL,generative,perturbation,back_translation,"Interestingly, 13 cases (16.67 %) were also positive (as co-infection with HPV 16 or 18).",HPV 16,UMLS:C0999806,HPV,text-generation
mm_0049641,FLAN-T5-XXL,generative,perturbation,back_translation,"Interestingly, 13 cases (16.67 %) were also positive (as co-infection with HPV 16 or 18).",HPV 16,UMLS:C0999806,HPV,text-generation
mm_0088915,FLAN-T5-XXL,generative,perturbation,synonym_substitution,A majority of these participants cover having problems specifically related to failures with selective attention .,attention,UMLS:C0004268,selective attention,text-generation
mm_0088915,FLAN-T5-XXL,generative,perturbation,synonym_substitution,A majority of these participants account having problems specifically related to failures with selective attention .,attention,UMLS:C0004268,selective attention,text-generation
mm_0088915,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The majority of these participants reported difficulties resulting from selective attention failures.,attention,UMLS:C0004268,selective attention,text-generation
mm_0088915,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The majority of these participants reported difficulties that were a result of selective attention failures.,attention,UMLS:C0004268,selective attention,text-generation
mm_0088915,FLAN-T5-XXL,generative,perturbation,back_translation,A majority of these participants reported that problems are specifically associated with errors with selective attention.,attention,UMLS:C0004268,selective attention,text-generation
mm_0088915,FLAN-T5-XXL,generative,perturbation,back_translation,A majority of these participants reported that problems are specifically associated with errors with selective attention.,attention,UMLS:C0004268,selective attention,text-generation
mm_0030723,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Whole blood viscosity ( WBV ) and red blood cell ( RBC ) deformability were lower , red blood cell aggregation was gamey in septic than in nonseptic patients ( p < 0 . 05 ) .",red blood cell,UMLS:C0014792,blood viscosity,text-generation
mm_0030723,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Whole blood viscosity ( WBV ) and red blood cell ( RBC ) deformability exist lower , red blood cell aggregation was higher in septic than in nonseptic patients ( p < 0 . 05 ) .",red blood cell,UMLS:C0014792,blood viscosity,text-generation
mm_0030723,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"The deformability of red blood cells and the severity of whole blood viscosity (WBV) were lower in patients with septicemia, while red blood cell aggregation was higher in nonseptic patients (p  0.05).",red blood cell,UMLS:C0014792,septicemia,text-generation
mm_0030723,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"The deformability of red blood cells and the severity of whole blood viscosity (WBV) were lower in patients with septicemia, and the amount of red blood cell aggregation was higher in those with a lower p  0.05 (p  0.05).",red blood cell,UMLS:C0014792,blood viscosity,text-generation
mm_0020797,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Twenty - eight patients were treated with our phased CCRT protocol , including neoadjuvant CCRT followed by surgery ( group A , n = 16 ) or , for reassessed inoperable patients , maintenance chemotherapy and split - course CCRT boost ( group B , nitrogen = 12 ) .",split-course CCRT,UMLS:C3178775,neoadjuvant chemotherapy,text-generation
mm_0020797,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Twenty - eight patients were treated with our phased CCRT protocol , including neoadjuvant CCRT followed by surgery ( group A , n = 16 ) or , for reassessed inoperable patients , maintenance chemotherapy and split - course CCRT boost ( group B , newton = 12 ) .",split-course CCRT,UMLS:C3178775,neoadjuvant chemotherapy,text-generation
mm_0020797,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"Our phased CCRT protocol involved treating twenty-eight patients, with the first being neoadjuvant CCRT followed by surgery (group A, 16 patients) or maintenance chemotherapy and split-course CCRT boost (group B, n = 12).",split-course CCRT,UMLS:C3178775,neoadjuvant CCRT,text-generation
mm_0020797,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"Our phased CCRT protocol was used to treat twenty-eight patients, with neoadjuvant CCRT being followed by surgery (group A, 16 patients) or maintenance chemotherapy and split-course CCRT boost (group B, n = 12).",split-course CCRT,UMLS:C3178775,neoadjuvant CCRT,text-generation
mm_0020797,FLAN-T5-XXL,generative,perturbation,back_translation,"28 patients were treated with our Phased CCRT protocol, including neoadjuvant CCRT, followed by surgery (group A, n = 16) or, in newly evaluated inoperable patients, maintenance chemotherapy and a split-course CCRT boost (group B, n = 12).",split-course CCRT,UMLS:C3178775,neoadjuvant CCRT,text-generation
mm_0020797,FLAN-T5-XXL,generative,perturbation,back_translation,"28 patients were treated with our Phased CCRT protocol, including neoadjuvant CCRT, followed by surgery (group A, n = 16) or, in newly evaluated inoperable patients, maintenance chemotherapy and a split-course CCRT boost (group B, n = 12).",split-course CCRT,UMLS:C3178775,neoadjuvant CCRT,text-generation
mm_0090103,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"In conclusion , our findings suggested that repetitive transcranial magnetic stimulation meliorate cognitive function , memory and language level of AD patients , especially in the mild stage of AD .",memory,UMLS:C0025260,Alzheimer,text-generation
mm_0090103,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"In conclusion , our findings suggested that repetitive transcranial magnetic stimulation improves cognitive function , memory and language level of advertizing patients , especially in the mild stage of AD .",memory,UMLS:C0025260,Alzheimer,text-generation
mm_0090103,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"Our findings indicate that repetitive transcranial magnetic stimulation can enhance cognitive function, memory, and language level in individuals with milder forms of AD.",memory,UMLS:C0025260,Alzheimer's disease,text-generation
mm_0090103,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"Our findings indicate that repetitive transcranial magnetic stimulation can enhance the cognitive function, memory, and language level of AD patients, particularly in the milder stage.",memory,UMLS:C0025260,Alzheimer's disease,text-generation
mm_0090103,FLAN-T5-XXL,generative,perturbation,back_translation,"In summary, repetitive transcranial magnetic stimulation improves cognitive function, memory and speech levels of AD patients, especially in the mild stage of AD.",memory,UMLS:C0025260,Alzheimer's disease,text-generation
mm_0090103,FLAN-T5-XXL,generative,perturbation,back_translation,"In summary, repetitive transcranial magnetic stimulation improves cognitive function, memory and speech levels of AD patients, especially in the mild stage of AD.",memory,UMLS:C0025260,Alzheimer's disease,text-generation
mm_0008123,FLAN-T5-XXL,generative,perturbation,synonym_substitution,AT force and stress were also greater in the jump leg of both jumpers and controls than Indiana the lead leg ( all p < 0 . 05 ) .,jumpers,UMLS:C1257890,stress,text-generation
mm_0008123,FLAN-T5-XXL,generative,perturbation,synonym_substitution,AT force and stress were also greater in the jump leg of both jumpers and controls than in the lead peg ( all p < 0 . 05 ) .,jumpers,UMLS:C1257890,stress,text-generation
mm_0008123,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The lead leg had a lower AT force and stress than the jump leg in both jumpers and controls (all p0.05).,jumpers,UMLS:C1257890,Anterior tibial stress syndrome,text-generation
mm_0008123,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The lead leg had a lower AT force and stress than the jump leg in both jumpers and controls (all p0.05).,jumpers,UMLS:C1257890,Anterior tibial stress syndrome,text-generation
mm_0008123,FLAN-T5-XXL,generative,perturbation,back_translation,AT force and stress were greater in both jumpers and controls than in the guide leg (all p < 0.05).,jumpers,UMLS:C1257890,stress,text-generation
mm_0008123,FLAN-T5-XXL,generative,perturbation,back_translation,AT force and stress were greater in both jumpers and controls than in the guide leg (all p < 0.05).,jumpers,UMLS:C1257890,stress,text-generation
mm_0199585,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Thus , these findings reveal an unrecognized role for aerobic glycolysis in osteoblast differentiation via its end intersection , lactate .",lactate,UMLS:C0022924,lactate,text-generation
mm_0199585,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"hence , these findings reveal an unrecognized role for aerobic glycolysis in osteoblast differentiation via its end product , lactate .",lactate,UMLS:C0022924,lactate,text-generation
mm_0199585,FLAN-T5-XXL,generative,perturbation,syntactic_reordering,"these findings reveal an unrecognized role for aerobic glycolysis in osteoblast differentiation via its end product, Thus",lactate,UMLS:C0022924,glycolysis,text-generation
mm_0199585,FLAN-T5-XXL,generative,perturbation,syntactic_reordering,"these findings reveal an unrecognized role for aerobic glycolysis in osteoblast differentiation via its end product, Thus",lactate,UMLS:C0022924,glycolysis,text-generation
mm_0199585,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"Consequently, these results indicate an unacknowledged function of aerobic glycolysis in osteoblast differentiation through its final product, lactate.",lactate,UMLS:C0022924,lactate,text-generation
mm_0199585,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"Consequently, these results indicate an unacknowledged function of aerobic glycolysis in osteoblast differentiation through its final product, lactate.",lactate,UMLS:C0022924,lactate,text-generation
mm_0199585,FLAN-T5-XXL,generative,perturbation,back_translation,"Thus, these findings show an unrecognized role for aerobic glycolysis in osteoblast differentiation via its final product lactate.",lactate,UMLS:C0022924,lactate,text-generation
mm_0199585,FLAN-T5-XXL,generative,perturbation,back_translation,"Thus, these findings show an unrecognized role for aerobic glycolysis in osteoblast differentiation via its final product lactate.",lactate,UMLS:C0022924,lactate,text-generation
mm_0048285,FLAN-T5-XXL,generative,perturbation,synonym_substitution,We measured brain activity ( electroencephalography ) towards the prompt and target and behavioral responses ( manual and saccadic reaction times ) towards the target .,brain activity,UMLS:C0443158,electroencephalography,text-generation
mm_0048285,FLAN-T5-XXL,generative,perturbation,synonym_substitution,We metric brain activity ( electroencephalography ) towards the cue and target and behavioral responses ( manual and saccadic reaction times ) towards the target .,brain activity,UMLS:C0443158,brain activity,text-generation
mm_0048285,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"We evaluated brain activity directed towards the cue and target using electroencephalography, and behavioral responses (manual and saccadic reaction times) directed towards the target.",brain activity,UMLS:C0443158,electroencephalography,text-generation
mm_0048285,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"We evaluated brain activity directed towards the cue and target using electroencephalography, and behavioral responses (manual and saccadic reaction times) directed towards the target.",brain activity,UMLS:C0443158,electroencephalography,text-generation
mm_0048285,FLAN-T5-XXL,generative,perturbation,back_translation,We have measured brain activity (electroencephalography) in the direction of target and behavioural reactions (manual and saccadic response times) in the direction of the target.,brain activity,UMLS:C0443158,brain activity,text-generation
mm_0048285,FLAN-T5-XXL,generative,perturbation,back_translation,We have measured brain activity (electroencephalography) in the direction of target and behavioural reactions (manual and saccadic response times) in the direction of the target.,brain activity,UMLS:C0443158,brain activity,text-generation
mm_0054625,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Other immune subsets and factors equal unchanged , including CD79a ( + ) CD138 ( + ) plasma cells , CD68 ( + ) macrophages , and MHC class I on tumor cells .",CD138,UMLS:C1609943,immune system,text-generation
mm_0054625,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Other immune subsets and factors were unchanged , including CD79a ( + ) CD138 ( + ) plasma cellphone , CD68 ( + ) macrophages , and MHC class I on tumor cells .",CD138,UMLS:C1609943,immune system,text-generation
mm_0054625,FLAN-T5-XXL,generative,perturbation,back_translation,"Other immune subgroups and factors remained unchanged, including CD79a (+) CD138 (+) plasma cells, CD68 (+) macrophages and MHC class I on tumour cells.",CD138,UMLS:C1609943,immune system,text-generation
mm_0054625,FLAN-T5-XXL,generative,perturbation,back_translation,"Other immune subgroups and factors remained unchanged, including CD79a (+) CD138 (+) plasma cells, CD68 (+) macrophages and MHC class I on tumour cells.",CD138,UMLS:C1609943,immune system,text-generation
mm_0048417,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"We found adverse effects of imidacloprid on queens ( egg - laying and locomotor activity ) , worker bees ( foraging and hygienic activities ) , and colony development ( loom production and pollen stores ) in all treated colonies .",pollen,UMLS:C0032385,imidacloprid,text-generation
mm_0048417,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"We found adverse effects of imidacloprid on queens ( egg - laying and locomotor activity ) , worker bees ( foraging and hygienic activities ) , and colony development ( brood production and pollen shop ) in all treated colonies .",pollen,UMLS:C0032385,imidacloprid,text-generation
mm_0048417,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"The treatment of all colonies with imidacloprid resulted in negative effects on queens (egg-laying and locomotor activity), worker bees (foraging and hygiene activities), and colony development (brood production and pollen accumulation).",pollen,UMLS:C0032385,imidacloprid,text-generation
mm_0048417,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"The treatment with imidacloprid resulted in negative effects on queens (egg-laying and locomotor activity), worker bees (foraging and hygienic activities), and colony development (brood production and pollen stores).",pollen,UMLS:C0032385,imidacloprid,text-generation
